28665,45,2.222222222,0.0,86.4,0.0,1,0,1,0,-14,False,False,False,False,True,False,False,False,True,False,False
20773,33,93.93939394,3.03030303,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
8940,0,0.0,0.0,130.95,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,False,True,False
18146,37,13.51351351,5.405405405,29.66,0.0,1,0,0,0,-20,False,False,False,False,True,False,False,False,False,False,True
27256,37,45.94594595,2.702702703,63.68,0.072,0,0,0,125,-2,False,False,False,False,False,False,True,False,True,False,False
10852,16,0.0,0.0,21.53,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
19505,5,100.0,20.0,60.51,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
7724,33,45.45454545,3.03030303,94.86,0.103448276,0,0,0,29,-421,False,False,True,False,False,False,False,False,False,False,True
9343,16,0.0,0.0,78.85,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
10107,44,2.272727273,0.0,50.89,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
6280,45,2.222222222,0.0,32.8,0.086956522,0,0,0,23,-514,True,False,False,False,False,False,False,False,True,False,False
25230,47,82.9787234,4.255319149,50.14,0.0883720930232558,1,0,0,215,-2,False,False,False,False,True,False,False,False,False,True,False
15828,34,0.0,0.0,54.17,0.0,1,0,0,0,-2,True,False,False,False,False,False,False,False,False,False,True
19751,31,3.225806452,3.225806452,86.72,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
10592,41,0.0,0.0,112.45,0.0,0,0,0,0,-307,False,True,False,False,False,False,False,False,True,False,False
6662,47,0.0,0.0,69.93,0.004123711,0,0,0,1455,0,False,True,False,False,False,False,False,False,False,True,False
24133,7,42.85714286,28.57142857,84.73,0.0,1,1,0,0,-2,False,True,False,False,False,False,False,False,True,False,False
30590,10,50.0,20.0,40.02,0.0,1,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True
24928,47,2.127659574,0.0,84.11,0.0231481481481481,0,0,0,216,-3,False,False,False,False,False,True,False,False,True,False,False
21167,10,40.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
18422,26,30.76923077,3.846153846,40.0,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,False,False,True
26595,37,43.24324324,0.0,59.65,0.1,1,0,0,20,-4,False,False,False,False,False,False,True,False,True,False,False
27812,38,7.894736842,2.631578947,50.84,0.285714285714286,1,0,0,7,-15,False,False,False,False,False,True,False,False,False,False,True
23647,11,100.0,36.36363636,50.03,0.0,1,0,0,0,-25,False,False,False,False,False,True,False,True,False,False,False
5993,40,22.5,5.0,108.21,0.0,0,0,0,0,-171,False,False,False,False,True,False,False,True,False,False,False
28460,3,100.0,0.0,40.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
21360,29,10.34482759,0.0,36.9,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
25424,0,0.0,0.0,80.28,0.0413533834586466,0,0,0,266,35,False,False,False,False,True,False,False,False,False,False,True
14600,36,16.66666667,5.555555556,52.44,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
21379,28,3.571428571,3.571428571,35.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
22964,22,18.18181818,9.090909091,37.42,0.133333333,1,0,1,15,0,False,False,False,False,True,False,False,False,False,False,True
8137,16,0.0,0.0,88.61,0.25,0,0,0,8,-3,True,False,False,False,False,False,False,False,True,False,False
12321,40,0.0,0.0,55.94,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
4683,42,11.9047619,0.0,50.83,0.0,1,0,0,0,-68,True,False,False,False,False,False,False,False,False,True,False
11898,44,2.272727273,0.0,49.1,0.090909091,1,0,0,22,-1,True,False,False,False,False,False,False,False,True,False,False
19501,13,92.30769231,30.76923077,76.31,0.154929577,1,1,0,71,-4,True,False,False,False,False,False,False,False,False,False,True
25399,55,34.54545455,16.36363636,68.54,0.0365448504983389,1,0,0,903,-63,False,True,False,False,False,False,False,False,True,False,False
25376,47,0.0,0.0,99.64,0.0383747178329571,0,0,0,443,-4,True,False,False,False,False,False,False,False,True,False,False
21831,20,65.0,15.0,40.02,0.0,1,0,0,0,-10,False,True,False,False,False,False,False,False,True,False,False
9857,39,94.87179487,2.564102564,84.36,0.005300353,0,0,0,566,0,True,False,False,False,False,False,False,False,True,False,False
6759,0,0.0,0.0,29.03,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
30354,17,94.11764706,17.64705882,29.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
